+-----+-----+-----+------+-------+-------+-----+----+
|name1|name2|name3|Python|History|English|Music|Arts|
+-----+-----+-----+------+-------+-------+-----+----+
Ryan,Johnson;B;A;C;A;A
Katrina,Morris;F;B;F;B;A
Susan,Rogers;D;C;B;F;F
Donna,Sullivan;B;B;C;C;D
Michael,Jackson;F;D;B;A;A
Elizabeth,Baker;F;A;A;A;C
Joy,Baker;C;A;A;A;A
Eric,Camacho;D;F;D;C;A
Brent,Ross;A;A;C;A;C
William,King;C;C;F;B;D
Traci,Wong;B;D;A;C;C
Christy,Jones;B;A;A;F;C
Mike,Lewis;D;B;D;A;F
John,Martin;A;C;A;B;B
Donna,Green;C;D;C;F;B
Christy,Lam;D;F;D;B;F
Julia,Young;C;C;F;B;A
Christopher,Robertson;A;B;D;D;C
Beth,Simpson;D;D;F;C;A
Ruth,Ayala;B;D;A;B;D
Pamela,Perry,PhD;B;B;F;C;C
Autumn,Chambers;D;F;C;A;D
Joshua,Blanchard;B;A;F;B;D
Alejandro,Silva;A;B;A;B;A
Stacey,Johnson;F;B;B;A;A
Mary,Ball;F;A;A;F;D
Daniel,Contreras;B;A;C;F;F
Latasha,Ferrell;B;F;D;D;C
Scott,Byrd;A;B;B;F;B
Stacy,Farmer;B;A;C;A;D
Collin,Torres,Jr.;F;F;F;B;A
Matthew,Nichols;B;D;F;F;D
Patrick,Cardenas;D;D;A;F;A
Michele,Barber;C;A;F;B;C
Robert,Lynch;B;A;B;C;F
Gina,Smith;C;F;A;B;D
Michael,Morrow;C;B;D;A;B
Brian,Morris;D;D;C;C;F
Susan,Wilson;B;B;C;F;D
James,Boyle;F;D;B;D;B
Andrea,Brown;B;A;F;A;C
Christopher,Smith;D;C;D;B;D
Monique,Rogers;B;B;D;D;C
Janet,Hansen;D;B;C;C;B
Karen,Smith;B;F;C;A;B
Melissa,Roach;F;A;D;C;A
Guy,Wallace;B;D;D;A;A
Duane,Hanson;B;B;A;C;B
Daniel,Clay;A;C;F;C;C
Gregory,Ware;D;F;D;B;C
Christopher,Anderson;D;F;B;B;A
Stephanie,Ramirez;F;C;A;B;F
Brian,Taylor;A;F;D;D;A
Austin,Murray;D;B;D;D;F
Kirk,Robertson;C;C;D;B;A
Jason,Campbell;B;D;B;D;D
Edwin,Barnes;B;A;B;F;D
Daniel,Hutchinson;F;A;D;B;F
Sherry,Tyler;F;F;D;B;D
Ashley,Fernandez;D;C;B;A;C
Heather,Stevens;B;B;B;A;C
Beth,Hess;F;F;B;D;D
Theresa,Brown;D;A;D;C;A
Jennifer,Hurst;B;C;C;F;F
Jason,Smith;C;B;A;D;A
Kathryn,Arroyo;C;B;D;D;D
Anthony,Rodriguez;C;A;D;F;C
Christopher,Crawford;B;F;F;A;C
Aaron,Ramirez;F;B;B;C;F
Timothy,Larsen;C;F;C;C;B
Laura,Carter;F;F;A;B;B
Ashley,Cooper;A;F;D;B;C
Michael,Kirk;B;C;C;A;F
Melissa,Collins;C;A;C;A;A
Jennifer,Stevenson;F;C;A;F;D
Lisa,Robinson;F;C;F;A;A
Duane,Salazar;A;C;B;D;D
Deborah,Clark;B;D;B;C;F
Jacqueline,Walker;D;D;A;D;B
Michelle,Nielsen,DDS;B;F;A;F;C
Lisa,Mills;F;A;F;A;C
David,Flynn;F;F;F;F;F
Hannah,Russell;B;D;B;B;F
Edward,Wilson;C;F;A;B;F
Pamela,Burns;F;C;D;F;A
Angela,Thompson;A;B;F;B;A
Christopher,Reed;B;A;F;B;B
Amy,Collins;B;F;F;F;C
Samantha,Johnston;F;A;C;F;C
Charles,Ward;D;F;C;C;A
Danny,Brown;C;D;B;F;F
Brian,Thompson;C;D;D;F;A
Elizabeth,Morgan;D;A;C;D;F
Robert,Salas;F;F;A;A;D
Jeffrey,Lewis;C;A;D;A;A
Anthony,Hobbs;A;F;F;D;D
Andrea,Goodwin;B;F;B;F;F
Andrea,Obrien;F;D;A;B;F
Kevin,Smith;D;A;A;C;F
Lisa,Sullivan;D;C;A;B;A
Thomas,Miller,Jr.;B;A;B;D;C
Debra,Stewart;D;F;F;A;A
Amy,Obrien;D;F;C;B;F
Michael,Jones;A;A;B;D;A
Kyle,Huff;F;B;D;C;C
Rodney,Levine;D;D;A;D;F
Karen,Sutton;A;B;F;D;A
Chase,Powell;B;D;B;F;C
Taylor,Hansen;D;D;F;A;F
Deborah,Hutchinson;A;B;F;F;B
James,Monroe;B;F;D;F;C
Monica,Martinez;D;B;F;D;C
John,Cummings;C;F;A;A;C
Riley,Parks;F;C;C;D;C
Laura,Fields;F;C;A;F;C
Carolyn,Miller;A;B;F;F;F
Rebecca,Morrow;D;F;C;B;B
Michael,Huynh;D;B;A;C;F
Theresa,Rice;B;B;A;C;C
Erin,Jimenez;D;A;D;F;D
Cheryl,Anderson;A;F;A;B;B
Jeffrey,Ingram;C;B;D;D;D
Melissa,Hernandez;B;A;F;F;A
Corey,Franco;D;C;C;B;D
Kim,Gray;B;A;D;D;B
Stephanie,Thompson;F;F;B;B;D
Michael,Harris;C;D;F;A;F
Kenneth,Wilson;F;B;F;C;D
Luis,Curry;C;D;A;C;A
John,Rogers;F;F;D;D;F
Stephen,Green;A;C;B;D;A
Robin,Phillips;D;F;C;B;A
Kenneth,Morris;A;A;F;D;C
Dale,Sanchez;C;D;F;B;F
Cheryl,Cabrera;A;A;F;A;D
Robert,Galvan;F;B;B;B;B
Brian,Ballard,PhD;B;A;A;C;B
Brian,Holder;B;C;F;C;A
Kayla,Walters;D;F;B;C;B
April,Hernandez;A;C;F;D;A
Gabriel,Sellers;A;C;B;F;F
Melissa,Terry;D;A;B;D;A
Patrick,Holt;B;B;A;B;D
Gordon,Arias;D;D;C;F;C
Charles,Randolph;D;D;A;F;F
Kylie,Robinson;A;D;F;A;C
Kimberly,Davis;C;D;B;B;B
Natalie,Hill;B;C;C;F;D
Zachary,Evans;F;B;C;B;B
Cynthia,Hughes;C;C;F;D;D
Misty,Hernandez;F;C;A;B;D
Brent,Sandoval;F;D;D;C;A
Sydney,Yang;D;C;A;F;C
Nicholas,Watkins;F;D;F;C;A
Brianna,Campbell;C;F;D;F;F
Tara,Grimes;D;B;A;B;D
Jennifer,Gonzales;A;D;C;D;C
Jill,Johnson;D;C;A;D;D
Kathryn,Adams;A;C;A;F;A
Cynthia,Johnson;D;D;C;C;B
Katie,Turner;C;B;A;A;C
Elizabeth,Delgado;C;C;D;C;D
William,Carson;A;C;D;A;A
Jose,Riley;C;B;A;A;D
Juan,Gutierrez;D;F;B;B;A
Christopher,Morton;C;B;C;C;B
Paul,Hubbard;B;D;D;D;D
Nathaniel,Cole;B;A;D;A;C
Laura,Hicks;F;A;C;B;F
Amber,Stewart;A;B;A;D;C
Robert,Williams;B;F;C;D;A
Reginald,Herman;A;F;D;D;C
Erica,Gay;A;B;F;D;C
Tara,Rios;B;A;A;A;B
Sarah,King;D;D;A;F;F
Mia,Taylor;F;B;F;F;A
Cindy,Young;A;F;C;B;B
Andrew,Carter;D;F;B;D;A
Jennifer,Lowery;D;C;A;A;A
Kelly,Peterson;C;C;F;F;F
Andrea,Davila;B;F;A;F;B
Janet,Sanders;C;D;F;D;A
Katie,Young;A;F;A;C;A
Steven,Chavez;B;C;F;C;F
Patrick,Watkins;D;C;B;A;C
Taylor,Reed;B;B;C;F;F
Alicia,Taylor;B;D;C;F;D
Nathan,Miller;A;A;B;F;A
Thomas,Warner;D;C;A;F;C
Andrew,Brooks;B;A;A;A;C
Ryan,Briggs;D;D;B;F;D
Rebekah,Rivera;F;B;A;C;F
Melvin,Potter;A;D;A;C;F
Brian,Davis;F;D;C;A;B
Claire,Nelson;C;A;A;C;A
Corey,Sullivan;A;B;C;C;A
Caitlin,Brown;F;A;A;D;D
Yvonne,Lee;D;B;F;F;A
Benjamin,Johnson;D;F;F;F;F
Michelle,Cline;C;B;D;D;C
Michael,Sutton;D;B;A;F;A
Mr.,Christopher,Austin;F;C;D;C;A
Ryan,Guzman;A;A;A;D;B
Ernest,Price;C;A;F;B;D
Kelly,Le;B;D;F;B;C
Holly,Young;C;A;D;C;F
Willie,Parker;B;B;D;C;F
Jeremy,Tucker;C;B;F;F;A
Deborah,Ibarra;B;D;A;F;B
Matthew,Burns;D;F;B;F;C
Bryan,Alvarez;D;C;D;F;D
Karen,Green;B;C;D;F;D
Colin,Zavala;B;B;F;D;F
Laura,Robinson;D;C;D;A;C
Michelle,Watson;C;C;B;F;D
Amanda,Casey;A;B;D;B;B
Alexander,Cline;B;F;B;C;A
Katelyn,Jones;B;B;F;D;D
Jeremy,Stewart;D;B;D;C;D
Beth,Williams;C;D;B;D;A
Christy,Stuart;B;F;D;F;F
Nancy,Mann;F;B;A;C;F
Natalie,Harrison;B;D;B;C;F
Patricia,Patel;C;B;A;C;C
Heather,Finley;B;D;F;F;D
David,Lane;F;D;C;C;D
Susan,Whitehead;B;A;D;F;F
Joseph,Schwartz;A;F;F;A;C
Valerie,Huff;C;D;D;A;F
Terry,Brown;A;A;C;C;B
Abigail,Willis;B;C;D;F;A
Kathy,Chambers;C;A;C;B;B
Jasmine,Chavez;D;A;D;D;F
Mario,Bruce;C;D;A;D;C
Carolyn,Thomas;C;B;A;C;C
Jonathan,Torres;A;F;C;C;F
Ronald,Cannon;B;D;B;F;B
Billy,Duarte;B;A;C;B;C
Makayla,Phillips;B;A;C;C;C
Michelle,Gill;B;C;A;C;A
Patrick,Harrison;D;A;F;D;A
Elizabeth,Armstrong;B;F;F;A;C
Anthony,Villa;A;A;B;C;B
Scott,Ferguson;F;D;F;F;B
Christina,Romero;A;C;D;A;F
Kathleen,Mcdonald;F;F;C;F;C
Sierra,Nelson;C;D;A;C;F
Marie,Choi;A;A;D;F;B
Ronald,Lopez;A;D;B;F;A
Matthew,Silva;A;C;C;C;F
William,Foster;B;F;F;D;D
Barry,Woodward;D;B;F;B;F
Leslie,Smith;A;B;C;D;D
Benjamin,Atkinson;A;C;A;B;B
Andre,Young;F;A;A;B;D
Ashley,Park;F;F;C;C;F
Tammy,Parrish;B;A;A;F;D
Todd,King;B;F;B;A;B
Sandra,Russo;F;A;D;F;F
Karina,Rodriguez;D;A;B;A;F
Mary,Best;B;B;C;A;B
Amanda,Robertson,DVM;F;A;D;C;C
Angela,Pierce;A;C;C;B;B
Brandon,Novak;B;D;F;B;A
Scott,Bailey;F;D;B;B;F
Samuel,Lopez;F;A;D;F;A
Jesse,Hunt;F;B;B;C;A
Courtney,Graves;F;D;A;A;A
Alyssa,Herrera;B;C;A;C;F
Stephen,Montoya;A;D;C;F;D
Sheila,Chen;B;A;F;A;F
William,Gonzalez;C;C;C;D;F
James,Crosby;D;C;D;D;A
Ryan,Liu;B;C;A;A;D
Mrs.,Sara,Parker;D;F;C;F;B
Carlos,Browning;A;A;D;C;B
Mary,Johnson;A;D;D;B;D
Nicholas,Perry;F;D;F;B;F
Mark,Lee;A;D;C;A;B
Katrina,Davis;B;C;B;F;B
Jesse,Butler;D;B;F;A;B
Marcus,Esparza;A;A;A;B;C
Julia,Fox;B;A;C;F;B
Steven,Underwood;D;D;B;B;C
Melanie,Griffith;A;F;F;D;A
Jesus,Thomas;F;A;D;A;D
Pamela,Cook;D;A;F;C;F
David,Murray;D;F;D;D;D
Todd,Myers;C;F;B;A;B
David,Dalton;F;C;F;A;A
Tonya,Ford;F;F;A;B;C
Paula,Martin;D;B;B;C;A
Michael,Townsend;F;C;B;A;D
Julie,Navarro;F;F;D;C;C
April,White;A;C;F;C;D
Christopher,Stuart;A;A;C;F;A
Crystal,Lopez;B;C;B;A;A
Michael,Wilson;C;D;D;B;B
John,Stone;A;C;F;A;F
Michelle,Jones;B;A;B;A;C
Norma,Simpson;F;F;D;A;A
Thomas,Webb;B;C;C;C;B
Ronald,Ortiz;B;C;C;F;D
Danielle,Bryan,MD;A;D;F;B;C
Diane,Fisher;F;A;B;D;A
Melanie,Good;B;B;F;F;A
Christina,Edwards;F;D;D;C;C
Nathan,Myers;F;B;B;C;B
Joan,Williams;D;B;C;B;B
Hannah,Mcneil;C;F;C;A;F
Paul,Johnson;F;C;C;F;F
Misty,Rogers;F;C;F;A;D
Emily,Cherry;F;D;C;C;D
Kirk,Brown;F;F;D;C;B
Robert,Pierce;C;A;A;F;F
Shawn,Bridges;F;B;F;D;B
Natasha,Hernandez;D;A;F;B;D
Megan,Townsend;B;C;D;C;A
Eric,Wilkins;F;F;C;C;A
Jeremy,Cobb;B;B;D;F;A
Glenn,Garcia;B;B;A;B;F
Nicholas,Simpson;C;D;B;A;C
Derek,Chambers;D;A;B;A;B
Patricia,Cisneros;B;A;F;D;C
Danielle,Nunez;D;C;B;A;A
Jim,Snyder;A;A;D;B;C
Jenna,Briggs;B;C;C;B;B
Dan,Smith;C;C;C;D;D
Nicholas,Murray;B;B;B;F;B
Tony,Young;B;B;C;F;D
Kyle,Smith;B;F;C;D;B
Jimmy,Smith,MD;D;A;D;D;F
Howard,Waters;F;A;A;A;C
Suzanne,Doyle;F;F;C;D;B
Thomas,Smith;C;B;C;D;D
William,Leonard;C;F;A;B;A
Scott,Terrell;C;D;B;D;F
Erin,Hernandez;B;D;D;B;D
Donna,Simon;B;B;C;D;B
Nathan,Berry;A;A;A;B;A
Jessica,Rivera;F;A;A;B;C
Lisa,Allen;C;C;D;B;F
Amber,Smith;F;F;F;D;C
Bethany,Barton;D;A;D;A;C
Megan,Sullivan;A;C;A;C;C
Ryan,James,II;B;C;C;F;A
Melissa,Smith;A;B;A;F;F
Kathryn,Russell;F;F;A;F;F
Luis,Williams;C;F;B;D;C
Jacqueline,Flores;C;B;F;A;C
Andrew,Petty;D;F;C;A;D
Diane,Meyer;C;A;A;B;F
Chad,Mahoney;F;D;F;F;B
Donna,Brown;C;A;A;B;B
Molly,Baker;B;F;B;C;F
Michelle,Morales;A;A;F;F;B
Susan,Henderson;A;C;D;F;D
Chad,Fleming;C;A;F;C;F
Gregory,Smith;D;A;D;F;F
Gregory,Contreras;A;B;F;A;F
Mark,Hayden;D;F;C;A;A
Olivia,Petersen;C;F;C;C;A
Paul,Carson;C;C;B;A;A
Jose,Ewing;A;A;D;C;C
James,Hubbard;F;A;C;D;B
Ashlee,Taylor,DDS;C;B;D;C;A
Katrina,Beasley;D;A;D;C;B
Ryan,Mcintosh;F;B;D;D;A
Zachary,Fuller;D;B;A;C;F
Tracy,Carter;A;C;C;F;D
Daniel,Edwards;D;A;C;A;B
Mary,Reid,MD;D;B;B;A;A
Clayton,Mejia;F;D;F;B;B
Mark,Williams;B;F;D;A;D
Emily,Williams;D;F;F;D;A
Heather,Torres;F;D;C;C;D
Henry,Mason;F;D;F;F;C
Tim,Frank;A;A;B;F;A
Jeremy,Potter;A;A;C;C;A
Ashley,Johnson;C;B;F;D;B
Jason,Olson;A;B;D;C;B
Bonnie,Pitts;C;B;F;B;A
Whitney,Ford;A;A;F;A;B
Rachel,Bryant;A;F;F;A;A
Vanessa,Jordan;D;A;A;D;D
Glenn,Nicholson;D;F;D;A;C
Robin,Freeman;B;F;C;C;C
Troy,Stanton;D;C;F;D;C
Brooke,Beck;F;A;F;B;B
Luis,Hernandez;F;F;D;C;F
Richard,Bailey;B;C;B;D;C
Monica,Hernandez;A;F;C;F;F
Raymond,Howard;D;A;C;B;C
Catherine,Blair;D;B;B;F;F
Mark,Whitney;D;F;F;C;D
Michelle,Noble;B;D;D;F;F
Valerie,Gardner;A;D;F;B;F
Scott,Brewer;D;D;A;A;B
David,Smith;F;A;A;C;B
Patricia,Pena;A;B;C;D;B
Tabitha,Roberts;A;C;B;A;B
Kara,Winters;A;F;D;B;C
Mary,Anderson;C;C;F;A;F
Dawn,Young;D;B;B;A;B
Lindsay,Buchanan;C;A;D;B;A
Amy,Martinez;A;F;F;D;D
Destiny,Smith;D;F;B;D;B
Heather,Knapp;C;F;F;B;C
Jeremiah,Robinson;B;C;A;B;D
Kristina,Todd;F;C;C;A;B
Christopher,Harmon;C;F;B;B;C
Michelle,Mcguire;B;A;B;F;D
John,Washington;D;D;C;D;D
Kimberly,Jones,DVM;A;B;D;F;A
James,Watkins;F;C;C;D;D
Elizabeth,Johnson;D;F;A;F;A
Marissa,Carter;F;F;C;D;A
John,Ayala;B;A;A;F;F
Mrs.,Elizabeth,Mayo;A;C;C;D;A
Joseph,Mccarty;F;A;B;B;D
